t,theta,theta_dot,torque
0.0,1.07,0.1,-5.0
0.05,1.0271853168223686,-1.812940250222547,-5.0
0.1,0.8886260224590665,-3.7307504755741823,-5.0
0.15000000000000002,0.6539111360440297,-5.660632833251003,-5.0
0.2,0.3271977766556566,-7.143075191000534,-1.336429054334582
0.25,-0.024953439054675394,-6.612962849325333,3.6807830104827977
0.30000000000000004,-0.3097833952985327,-4.717330413607349,5.0
0.35000000000000003,-0.49657670639722834,-2.757256895995792,5.0
0.4,-0.5857125230363048,-0.8094449441533524,5.0
0.45,-0.5775779536844415,1.1349406079881743,5.0
0.5,-0.4721384890848605,3.084154084981049,5.0
0.55,-0.2761717621935854,4.527297301540178,1.8789277821336925
0.6000000000000001,-0.04370220007288081,4.541385129995999,-1.6151595639047873
0.65,0.15802920625805347,3.3681157651996507,-4.054495976470628
0.7000000000000001,0.28196399001453815,1.528713519738097,-4.993816610087121
0.75,0.3098651706412078,-0.37621738334573845,-4.459868867945247
0.8,0.25185489582095993,-1.8377000703965873,-2.8589734021161055
0.8500000000000001,0.13864763090372834,-2.554638108023753,-0.8023954095440489
0.9,0.009790050075099832,-2.47508357891042,1.0906910383287127
0.9500000000000001,-0.09826359295723887,-1.7642662280950467,2.3560870084061065
1.0,-0.16109571580087922,-0.7220234458269432,2.77744745992666
1.05,-0.17051067910936613,0.3196799259961022,2.397820223642441
1.1,-0.1337348374156954,1.0891428775187402,1.4614511224760607
1.1500000000000001,-0.06873643465912734,1.4349652866434652,0.3135638765651775
1.2000000000000002,0.002411227837534311,1.3437484312110748,-0.7080426331685521
1.25,0.0600329943624052,0.918523541885903,-1.3597566863790296
1.3,0.09154883762575178,0.3307590902636953,-1.5386121095181242
1.35,0.09346914470848003,-0.23675125334597863,-1.283661543954211
1.4000000000000001,0.07065770051517366,-0.6396247415741483,-0.7400531369405308
1.4500000000000002,0.03354868103104412,-0.8026057923240694,-0.10192731930362714
1.5,-0.005585431275812208,-0.7266670897356409,0.44711501400500353
1.55,-0.03616867095293403,-0.4749293004435964,0.7799947145158086
1.6,-0.05177282696975983,-0.14492885151084445,0.8490568303018197
1.6500000000000001,-0.05104246725151987,0.16306065719432766,0.6841066801756343
1.7000000000000002,-0.037129068131827855,0.37268305382037664,0.3705944950672295
1.75,-0.016051921003247604,0.447085298967794,0.01723616556481708
1.8,0.005392023409819062,0.39137021378719994,-0.2765654580408859
1.85,0.02154223386217293,0.24365858535406182,-0.4449628006096249
1.9000000000000001,0.029145223610472008,0.05915962757129147,-0.46675816794272584
1.9500000000000002,0.0277669562132035,-0.10732828073837052,-0.3628402028288672
2.0,0.019395005215881667,-0.2156383957985787,-0.18310588033893566
2.0500000000000003,0.0074810923406854225,-0.24806192805601088,0.011814578917724097
2.1,-0.004224771614571754,-0.209896647884296,0.1683198981607243
2.15,-0.01270661516219636,-0.12389425758780302,0.2525463562268469
2.2,-0.016336212343666435,-0.021161390103104052,0.2556238802065485
2.25,-0.015046279546669077,0.06846950487260599,0.19145944076373317
2.3000000000000003,-0.01006507888601934,0.12399155229461394,0.08898040714298311
2.35,-0.003361160449268584,0.13710372441654498,-0.018134455469243728
2.4000000000000004,0.0030043625184747067,0.11207310393193168,-0.10110198974308644
2.45,0.0074322703113857795,0.06234349221934448,-0.14265580078045892
2.5,0.009118693898601687,0.005364910891954898,-0.13946286392500276
2.5500000000000003,0.008120646155193013,-0.042684739566741806,-0.10046732254452431
2.6,0.005185097854047663,-0.07088938419040411,-0.04233177571551289
2.6500000000000004,0.0014290487775210615,-0.07548862876126052,0.016308582717814334
2.7,-0.0020189369941695664,-0.05956161496125525,0.06006486239317112
2.75,-0.004315233224727053,-0.03098396779151273,0.08022048226666215
2.8000000000000003,-0.0050695758940435464,0.0004961528342575072,0.07579556199352445
2.85,-0.004364689980166819,0.02614046534447848,0.05240011703026305
2.9000000000000004,-0.0026489708189626807,0.040317044449393394,0.01957604005974351
2.95,-0.0005532275020775899,0.041406424575968555,-0.012404799756820429
3.0,0.001306941296146465,0.03149672848759278,-0.03535248368599336
3.0500000000000003,0.002488979724437206,0.01516687159213765,-0.04491813166262691
3.1,0.0028074561346427104,-0.0021594337316669415,-0.041032125153807185
3.1500000000000004,0.002335827485345053,-0.01578168592195698,-0.027146569319197306
3.2,0.00134034831359873,-0.02281770780701234,-0.008696370800474782
3.25,0.00017566514236666583,-0.022625909018352854,0.00867797737367644
3.3000000000000003,-0.0008237221903661443,-0.016566505224104525,0.020639085467544428
3.35,-0.0014270686956635006,-0.007283816344010921,0.025047938606957972
3.4000000000000004,-0.0015487706877520108,0.002216320017560711,0.022123400307499808
3.45,-0.0012443873547366266,0.009416207133178452,0.013957706754460175
3.5,-0.0006705587330311223,0.012854590265336464,0.0036310858627986026
3.5500000000000003,-2.5820365137212783e-05,0.0123163509853487,-0.0057708700156161585
3.6,0.0005087824571053804,0.008662738061552466,-0.01196310588735694
3.6500000000000004,0.0008137532464860051,0.003411582908148216,-0.013912090151364184
3.7,0.000851160149857205,-0.0017776715966916078,-0.011878566449512271
3.75,0.0006597460116007856,-0.005562536428533266,-0.00711492195974515
3.8000000000000003,0.0003309228408463494,-0.007210234611015647,-0.0013587253071874177
3.85,-2.4621910682199715e-05,-0.006678337503573371,0.0037084974120196812
3.9000000000000004,-0.0003092942716416019,-0.004500693491330812,0.006889760820289435
3.95,-0.0004616793589046498,-0.0015437030810768913,0.007697041924108193
4.0,-0.0004660044150363184,0.0012799783402490373,0.006350077055420258
4.05,-0.0003479798952343852,0.003257907977249018,0.0035907444398912696
