t,theta,theta_dot,torque
3.95,0.0488913698632823,-9.08000790213049e-06,-0.01220646034926176
4.0,0.048891023470341945,-4.919258092033189e-06,-0.012208576314151287
4.05,0.048890863892512945,-1.608763960887144e-06,-0.012210662476718426
4.1000000000000005,0.04889084893728877,8.828626278787167e-07,-0.012212525121867657
4.15,0.04889093986806681,2.6421263212515075e-06,-0.012214305810630322
4.2,0.04889110255757388,3.7702457897077323e-06,-0.01221574004739523
4.25,0.04889130828040427,4.379606661200944e-06,-0.012217032723128796
4.3,0.04889153368192379,4.569875937310614e-06,-0.01221803855150938
4.3500000000000005,0.04889176008274703,4.442670954176818e-06,-0.012218649499118328
4.4,0.04889197410516159,4.085643481962298e-06,-0.012219156138598919
4.45,0.04889216662977693,3.59851706280066e-06,-0.012219487689435482
4.5,0.04889233294553086,3.0465828766545395e-06,-0.012219670228660107
