traj_id,t,theta,theta_dot,error_theta,u_theta
0,0.0,1.7213166190998062,-0.12224312049589536,-1.7213166190998062,-10.0
0,0.01,1.7193591950113287,-0.2692464653069505,-1.7193591950113287,-10.0
0,0.02,1.7159315596338232,-0.41628881039037846,-1.7159315596338232,-10.0
0,0.03,1.7110332221763125,-0.5633900698716529,-1.7110332221763125,-10.0
0,0.04,1.704663501061436,-0.7105683818355211,-1.704663501061436,-10.0
0,0.05,1.6968215448436261,-0.857839476153886,-1.6968215448436261,-9.126259230626452
0,0.060000000000000005,1.6875282032043,-1.0008472495450897,-1.6875282032043,-7.581940392716842
0,0.07,1.6768428275874605,-1.1362472940111017,-1.6768428275874605,-6.08305265903514
0,0.08,1.6648403371701033,-1.264270389699492,-1.6648403371701033,-4.645912954343796
0,0.09,1.6515929609833178,-1.3852237582988445,-1.6515929609833178,-3.2685534230476705
0,0.09999999999999999,1.6371699313000638,-1.4993995152248427,-1.6371699313000638,-1.9486696297467105
0,0.10999999999999999,1.6216376434397795,-1.6070729317601107,-1.6216376434397795,-0.6840885741134173
0,0.11999999999999998,1.605059820948055,-1.7085030967245234,-1.605059820948055,0.5272242822437967
0,0.12999999999999998,1.5874976737141537,-1.8039336662314747,-1.5874976737141537,1.6871704967598333
0,0.13999999999999999,1.5690100484870708,-1.8935936333403527,-1.5690100484870708,2.7975247422122074
0,0.15,1.549653571631982,-1.9776981095450787,-1.549653571631982,3.8599411387690807
0,0.16,1.5294827840372047,-2.056449112481104,-1.5294827840372047,4.875959754405148
0,0.17,1.508550268134032,-2.1300363550099375,-1.508550268134032,5.84701322183248
0,0.18000000000000002,1.4869067670370733,-2.198638031449414,-1.4869067670370733,6.77443342658794
0,0.19000000000000003,1.4646012958524972,-2.262421597218412,-1.4646012958524972,7.65945822605107
0,0.20000000000000004,1.441681245236797,-2.3215445385758873,-1.441681245236797,8.503238163332156
0,0.21000000000000005,1.4181924773201473,-2.3761551294721714,-1.4181924773201473,9.306843143448305
0,0.22000000000000006,1.39417941413683,-2.4263931728091737,-1.39417941413683,10.0
0,0.23000000000000007,1.3696833370323542,-2.472747057559841,-1.3696833370323542,10.0
0,0.24000000000000007,1.3447260886374108,-2.518616130097809,-1.3447260886374108,10.0
0,0.25000000000000006,1.319312860906403,-2.563931147459537,-1.319312860906403,10.0
0,0.26000000000000006,1.2934495523849572,-2.608620048704626,-1.2934495523849572,10.0
0,0.2700000000000001,1.267142795927139,-2.6526080507054086,-1.267142795927139,10.0
0,0.2800000000000001,1.2403999853549799,-2.6958177640320518,-1.2403999853549799,10.0
0,0.2900000000000001,1.21322930085545,-2.73816932969354,-1.21322930085545,10.0
0,0.3000000000000001,1.185639732903093,-2.7795805773553095,-1.185639732903093,10.0
0,0.3100000000000001,1.1576411044911143,-2.819967205492179,-1.1576411044911143,10.0
0,0.3200000000000001,1.1292440914500395,-2.8592429837507494,-1.1292440914500395,10.0
0,0.3300000000000001,1.1004602406313255,-2.8973199775892238,-1.1004602406313255,10.0
0,0.34000000000000014,1.0713019857337471,-2.9341087950357627,-1.0713019857337471,10.0
0,0.35000000000000014,1.0417826605531886,-2.9695188551607767,-1.0417826605531886,10.0
0,0.36000000000000015,1.0119165094418037,-3.0034586775962318,-1.0119165094418037,10.0
0,0.37000000000000016,0.9817186947705627,-3.0358361921590893,-0.9817186947705627,10.0
0,0.38000000000000017,0.9512053012000381,-3.0665590673499037,-0.9512053012000381,10.0
0,0.3900000000000002,0.9203933365780514,-3.095535056205522,-0.9203933365780514,10.0
0,0.4000000000000002,0.8893007292994533,-3.122672357691458,-0.8893007292994533,10.0
0,0.4100000000000002,0.8579463219829337,-3.1478799915300053,-0.8579463219829337,10.0
0,0.4200000000000002,0.8263498613421949,-3.1710681840801356,-0.8263498613421949,10.0
0,0.4300000000000002,0.7945319841539913,-3.1921487626205263,-0.7945319841539913,10.0
0,0.4400000000000002,0.7625141992532862,-3.2110355551437944,-0.7625141992532862,10.0
0,0.45000000000000023,0.7303188655157742,-3.227644792554187,-0.7303188655157742,10.0
0,0.46000000000000024,0.6979691658200542,-3.2418955099785776,-0.6979691658200542,10.0
0,0.47000000000000025,0.6654890770153865,-3.253709943757211,-0.6654890770153865,10.0
0,0.48000000000000026,0.6329033359558345,-3.263013920581377,-0.6329033359558345,10.0
0,0.49000000000000027,0.6002374016972221,-3.269737235194487,-0.6002374016972221,10.0
0,0.5000000000000002,0.5675174139892021,-3.273814013074494,-0.5675174139892021,10.0
0,0.5100000000000002,0.5347701482303284,-3.2751830545718112,-0.5347701482303284,10.0
0,0.5200000000000002,0.5020229670887537,-3.2737881570893412,-0.5020229670887537,10.0
0,0.5300000000000002,0.46930376902452364,-3.269578412060103,-0.46930376902452364,10.0
0,0.5400000000000003,0.4366409339807995,-3.26250847370221,-0.4366409339807995,10.0
0,0.5500000000000003,0.40406326654020486,-3.2525387968081527,-0.40406326654020486,10.0
0,0.5600000000000003,0.3715999368683254,-3.23963584115177,-0.3715999368683254,10.0
0,0.5700000000000003,0.33928041978874157,-3.2237722404669156,-0.33928041978874157,10.0
0,0.5800000000000003,0.3071344323524192,-3.2049269343605373,-0.3071344323524192,10.0
0,0.5900000000000003,0.27519187027847725,-3.183085261962427,-0.27519187027847725,10.0
0,0.6000000000000003,0.24348274365303624,-3.158239016576336,-0.24348274365303624,10.0
0,0.6100000000000003,0.2120371122778275,-3.130386461073768,-0.2120371122778275,10.0
0,0.6200000000000003,0.1808850210604227,-3.0995323042535765,-0.1808850210604227,10.0
0,0.6300000000000003,0.1500564358333114,-3.0656876388682823,-0.1500564358333114,10.0
0,0.6400000000000003,0.11958117997971573,-3.0288698424827767,-0.11958117997971573,10.0
0,0.6500000000000004,0.08948887223012925,-2.9891024427740236,-0.08948887223012925,10.0
0,0.6600000000000004,0.05980886597539037,-2.946414949293479,-0.05980886597539037,10.0
0,0.6700000000000004,0.030570190419974885,-2.9008426540898578,-0.030570190419974885,10.0
0,0.6800000000000004,0.0018014938735060326,-2.8524264039223532,-0.0018014938735060326,10.0
0,0.6900000000000004,-0.02646901055027273,-2.801212347078237,0.02646901055027273,10.0
0,0.7000000000000004,-0.054213596589165025,-2.7472516580400796,0.054213596589165025,10.0
0,0.7100000000000004,-0.08140507363830807,-2.690600243423969,0.08140507363830807,10.0
0,0.7200000000000004,-0.10801683253641636,-2.6313184327298003,0.10801683253641636,10.0
0,0.7300000000000004,-0.1340228881985972,-2.5694706575079698,0.1340228881985972,10.0
0,0.7400000000000004,-0.1593979189979784,-2.5051251225548214,0.1593979189979784,10.0
0,0.7500000000000004,-0.18411730283433325,-2.438353472704367,0.18411730283433325,10.0
0,0.7600000000000005,-0.20815714986312672,-2.3692304586894215,0.20815714986312672,10.0
0,0.7700000000000005,-0.2314943318924807,-2.2978336054056157,0.2314943318924807,10.0
0,0.7800000000000005,-0.2541065084880185,-2.2242428857315715,0.2541065084880185,10.0
0,0.7900000000000005,-0.27597214985603147,-2.148540402843279,0.27597214985603147,10.0
0,0.8000000000000005,-0.29707055660359316,-2.0708100837160317,0.29707055660359316,10.0
0,0.8100000000000005,-0.31738187649985106,-1.9911373862390445,0.31738187649985106,10.0
0,0.8200000000000005,-0.3368871183855662,-1.9096090220818853,0.3368871183855662,10.0
0,0.8300000000000005,-0.355568163397872,-1.8263126971538033,0.355568163397872,10.0
0,0.8400000000000005,-0.3734077736941219,-1.74133687119229,0.3734077736941219,10.0
0,0.8500000000000005,-0.3903895988725181,-1.6547705377107962,0.3903895988725181,10.0
0,0.8600000000000005,-0.40649818029800144,-1.566703025231939,0.40649818029800144,10.0
0,0.8700000000000006,-0.4217189535496413,-1.4772238204357995,0.4217189535496413,10.0
0,0.8800000000000006,-0.4360382492106325,-1.3864224135664216,0.4360382492106325,10.0
0,0.8900000000000006,-0.4494432922240468,-1.2943881661662455,0.4494432922240468,10.0
0,0.9000000000000006,-0.46192220003688655,-1.201210200950182,0.46192220003688655,10.0
0,0.9100000000000006,-0.47346397975188514,-1.1069773133900562,0.47346397975188514,10.0
0,0.9200000000000006,-0.48405852450107245,-1.0117779043573905,0.48405852450107245,10.0
0,0.9300000000000006,-0.4936966092475745,-0.91569993296864,0.4936966092475745,10.0
0,0.9400000000000006,-0.5023698862126138,-0.8188308885923098,0.5023698862126138,10.0
0,0.9500000000000006,-0.5100708801134264,-0.7212577808117492,0.5100708801134264,10.0
0,0.9600000000000006,-0.5167929833850042,-0.6230671459904759,0.5167929833850042,10.0
0,0.9700000000000006,-0.5225304515443767,-0.5243450689579565,0.5225304515443767,10.0
0,0.9800000000000006,-0.5272783988407532,-0.4251772182221118,0.5272783988407532,10.0
0,0.9900000000000007,-0.5310327943184214,-0.32564889301950045,0.5310327943184214,9.064723420852419
0,1.0000000000000007,-0.5338138386695848,-0.23052080484289927,0.5338138386695848,8.119182737859179
0,1.0100000000000007,-0.5356661982862478,-0.13992506304331237,0.5356661982862478,7.209021599525558
0,1.0200000000000007,-0.5366346988597246,-0.053761440416363354,0.5366346988597246,6.334847562073995
0,1.0300000000000007,-0.5367631288034973,0.028077255323339392,0.5367631288034973,5.496061231807685
0,1.0400000000000007,-0.5360942008356195,0.10569893738807225,0.5360942008356195,4.692014040478432
0,1.0500000000000007,-0.5346695469780203,0.17921180103634465,0.5346695469780203,3.9220416121809354
0,1.0600000000000007,-0.5325297170263523,0.24872406823742715,0.5325297170263523,3.1854672185955746
0,1.0700000000000007,-0.5297141794063851,0.3143437655541946,0.5297141794063851,2.4816041740966277
0,1.0800000000000007,-0.526261324115799,0.37617852901548315,0.526261324115799,1.8097579505718464
0,1.0900000000000007,-0.5222084674935581,0.434335433551854,0.5222084674935581,1.1692280526947174
0,1.1000000000000008,-0.5175918585826054,0.4889208447102519,0.5175918585826054,0.5593096748733295
0,1.1100000000000008,-0.5124466868741377,0.540040290435494,0.5124466868741377,-0.020704839726244373
0,1.1200000000000008,-0.5068070912433922,0.5877983507985322,0.5068070912433922,-0.5715247183116423
0,1.1300000000000008,-0.5007061699075472,0.6322985636598644,0.5007061699075472,-1.093859636769472
0,1.1400000000000008,-0.49417599125587275,0.6736433443769121,0.49417599125587275,-1.5884187391157623
0,1.1500000000000008,-0.48724760542053813,0.7119339177926973,0.48724760542053813,-2.055909781129235
0,1.1600000000000008,-0.47995105647345593,0.7472702608764558,0.47995105647345593,-2.497038382347645
0,1.1700000000000008,-0.4723153951501615,0.7797510545222006,0.4723153951501615,-2.912507371792792
0,1.1800000000000008,-0.46436869201599595,0.8094736431464669,0.46436869201599595,-3.3030162140056074
0,1.1900000000000008,-0.45613805100278615,0.8365340008596255,0.45613805100278615,-3.6692605031819436
0,1.2000000000000008,-0.4476496232558236,0.8610267031148058,0.4476496232558236,-4.011931514404332
0,1.2100000000000009,-0.4389286212412782,0.8830449028633489,0.4389286212412782,-4.331715802132616
0,1.2200000000000009,-0.4299993330733005,0.9026803103649281,0.4299993330733005,-4.629294837244662
0,1.2300000000000009,-0.42088513702801933,0.9200231759132922,0.42088513702801933,-4.905344675000993
0,1.2400000000000009,-0.4116085162184966,0.9351622748444651,0.4116085162184966,-5.160535647337774
0,1.2500000000000009,-0.4021910734105445,0.9481848942927837,0.4021910734105445,-5.395532073846647
0,1.260000000000001,-0.39265354596419444,0.9591768212512211,0.39265354596419444,-5.610991986708114
0,1.270000000000001,-0.3830158208896246,0.9682223315758297,0.3830158208896246,-5.80756686567359
0,1.280000000000001,-0.3732969500095713,0.9754041796499041,0.3732969500095713,-5.9859013799575855
0,1.290000000000001,-0.36351516522274974,0.9808035884916547,0.36351516522274974,-6.146633134594071
0,1.300000000000001,-0.3536878938646666,0.9845002401499934,0.3536878938646666,-6.290392419436479
0,1.310000000000001,-0.3438317741634882,0.9865722662866734,0.3438317741634882,-6.417801959543508
0,1.320000000000001,-0.3339626707894028,0.9870962388897485,0.3339626707894028,-6.529476666191392
0,1.330000000000001,-0.3240956904962733,0.9861471611034419,0.3240956904962733,-6.626023388166757
0,1.340000000000001,-0.31424519785434146,0.9837984581935003,0.31424519785434146,-6.708040663388415
