traj_id,t,x,z,theta,xq_dot,zq_dot,theta_dot,l,phi,l_dot,phi_dot,error_x,error_z,error_theta,error_phi,error_l,u_x,u_z,u_theta,u_phi,u_l
0,10.689999999999817,3.999399845605488,4.989130924019048,6.065344977368765e-05,0.0005323488886436263,0.001402544237854083,-8.086560371424428e-05,1.0,-5.8304024035816316e-05,0.0,0.00017617826311716736,0.0006055173327381702,0.010883110478209446,-9.620792980246577e-08,6.00763684270059e-05,0.0,-0.0016870278843477138,1.5968251347216575,-1.2065824434701511e-06,0.0010850481530021976,0.0
0,10.699999999999816,3.999405130046273,4.98914494041822,5.984299372205071e-05,0.0005245593369644995,0.0014007355968112803,-8.122560661314316e-05,1.0,-5.655297804047722e-05,0.0,0.00017402237503464488,0.0006001543945122201,0.01086907598095177,-9.200739678569026e-08,5.8304024035816316e-05,0.0,-0.0016342907150423969,1.5968253300822925,-1.0800086968605025e-06,0.0010401829645986546,0.0
0,10.709999999999816,3.999410337193687,4.989158938742642,5.902914663159662e-05,0.0005168902206872724,0.0013989292877656103,-8.154381147767506e-05,1.0,-5.482374413964891e-05,0.0,0.00017181620723681176,0.0005948699537268176,0.010855059581779791,-8.780831001910493e-08,5.655297804047722e-05,0.0,-0.001582369312668419,1.5968255251801993,-9.54614593939019e-07,0.0009961709430786796,0.0
0,10.719999999999816,3.9994154682521827,4.989172919015617,5.8212324483052275e-05,0.0005093415505632794,0.0013971253076571868,-8.182061823119365e-05,1.0,-5.311681425025008e-05,0.0,0.00016956193459589794,0.0005896628063131182,0.010841061257358398,-8.361335876280642e-08,5.482374413964891e-05,0.0,-0.001531274445934372,1.5968257200167966,-8.304202603647882e-07,0.000953018763858141,0.0
0,10.729999999999816,3.999420524426047,4.989186881260421,5.739293901103001e-05,0.0005019132824487012,0.001395323653427207,-8.205647617325948e-05,1.0,-5.143265857790974e-05,0.0,0.00016726172428115733,0.0005845317478172518,0.010827080984382675,-7.94253891435036e-08,5.311681425025008e-05,0.0,-0.001481016212501629,1.5968259145926584,-7.075738265839788e-07,0.0009107324717479719,0.0
0,10.739999999999815,3.9994255069188527,4.989200825500297,5.6571397314845565e-05,0.0004946053181591754,0.0013935243220295909,-8.22518630636302e-05,1.0,-4.977172570039626e-05,0.0,0.0001649177344875447,0.0005794755739532143,0.010813118739578798,-7.52472472746984e-08,5.143265857790974e-05,0.0,-0.001431604045219359,1.5968261089093263,-5.861606707188737e-07,0.000869317488401156,0.0
0,10.749999999999815,3.9994304169329262,4.989214751758458,5.574810171226914e-05,0.00048741750635415427,0.0013917273104210373,-8.240725745165412e-05,1.0,-4.813444266354469e-05,0.0,0.00016253211320294315,0.0005744930811473203,0.010799174499703135,-7.10815862174638e-08,4.977172570039626e-05,0.0,-0.001383046717894132,1.5968263029675,-4.6618316363007466e-07,0.0008287786200064962,0.0
0,10.759999999999815,3.9994352556688173,4.989228660058086,5.492344973624953e-05,0.0004803496434256187,0.0013899326155617005,-8.252313775226854e-05,1.0,-4.6521215089427217e-05,0.0,0.00016010699698975876,0.0005695830670737756,0.010785248241542256,-6.693087299659389e-08,4.813444266354469e-05,0.0,-0.001335352351663488,1.596826496767926,-3.476409015498505e-07,0.0007891200651657127,0.0
0,10.769999999999815,3.999440024324782,4.989242550422334,5.409783390630584e-05,0.0004734014743937323,0.0013881402344269181,-8.260002823647044e-05,1.0,-4.4932427296639196e-05,0.0,0.00015764450978466392,0.0005647443311826983,0.010771339941913816,-6.27977224439423e-08,4.6521215089427217e-05,0.0,-0.0012885284198311808,1.596826690312323,-2.3067145225763477e-07,0.0007503454230358264,0.0
0,10.779999999999815,3.999444724096274,4.989256422874325,5.32716414015461e-05,0.0004665726938390418,0.0013863501639973822,-8.26384727154781e-05,1.0,-4.3368442432353234e-05,0.0,0.00015514676174726872,0.0005599756752179275,0.010757449577665668,-5.868470329056455e-08,4.4932427296639196e-05,0.0,-0.0012425817559815755,1.5968268836015724,-1.15333437365834e-07,0.0007124577017839676,0.0
0,10.789999999999814,3.9994493561754445,4.98927027743715,5.244525394979447e-05,0.000459862946856556,0.0013845624012488308,-8.263901763484699e-05,1.0,-4.182960261568985e-05,0.0,0.00015261584814418416,0.0005552759037259491,0.010743577125674975,-5.45942234284752e-08,4.3368442432353234e-05,0.0,-0.0011975185605663796,1.5968270766356834,-1.6347580185155017e-09,0.0006754593272562124,0.0
0,10.799999999999814,3.999453921750652,4.989284114133871,5.1619047769418536e-05,0.00045327183001487437,0.0013827769431744867,-8.260221844034056e-05,1.0,-4.031622909214495e-05,0.0,0.00015005384825274263,0.0005506438245554968,0.010729722562849986,-5.0528585552933386e-08,4.182960261568985e-05,0.0,-0.0011533444080988886,1.5968272694165306,1.1039758362872297e-07,0.0006393521518053407,0.0
0,10.809999999999814,3.9994584220059823,4.989297932987519,5.079339339574811e-05,0.0004467988923249978,0.0013809937867752546,-8.252865629374418e-05,1.0,-3.882862239886502e-05,0.0,0.00014746282429008636,0.0005460782493478256,0.010715885866129149,-4.6490111120368167e-08,4.031622909214495e-05,0.0,-0.0011100642544228378,1.5968274619451555,2.2068643941504265e-07,0.0006041374633463902,0.0
0,10.819999999999814,3.9994628581207774,4.989311734021096,4.9968655404635674e-05,0.0004404436362333039,0.0013792129290606078,-8.241894192874371e-05,1.0,-3.736706254043736e-05,0.0,0.00014484482038315291,0.0005415779940176613,0.010702067012481109,-4.248116593770463e-08,3.882862239886502e-05,0.0,-0.0010676824440558619,1.596827654222655,3.291430949342746e-07,0.0005698159946539777,0.0
0,10.829999999999814,3.9994672312691755,4.989325517257575,4.914519235797695e-05,0.0004342055186354611,0.001377434367038259,-8.227366740300129e-05,1.0,-3.5931809174766714e-05,0.0,0.0001422018615773428,0.0005371418792226024,0.010688265978903821,-3.850382045990884e-08,3.736706254043736e-05,0.0,-0.0010262027202898594,1.5968278462492609,4.358235773210513e-07,0.0005363879328420557,0.0
0,10.839999999999813,3.9994715426196596,4.989339282719897,4.8323356773264175e-05,0.00042808395188342235,0.0013756580977258182,-8.209344953955401e-05,1.0,-3.4523101808804606e-05,0.0,0.00013953595285698614,0.0005327687308245288,0.01067448274242544,-3.456017347313895e-08,3.5931809174766714e-05,0.0,-0.0009856282310920506,1.5968280380261526,5.406535905137875e-07,0.0005038529289747442,0.0
0,10.849999999999813,3.9994757933346183,4.989353030430975,4.750349485037056e-05,0.00042207830481017904,0.0013738841181405595,-8.187893503916889e-05,1.0,-3.3141160003910525e-05,0.0,0.00013684907820324702,0.0005284573803403525,0.010660717280103427,-3.065238578661911e-08,3.4523101808804606e-05,0.0,-0.0009459615382887421,1.5968282295536462,6.435435010093623e-07,0.00047221010787929516,0.0
0,10.859999999999813,3.9994799845699154,4.98936676041369,4.668594635027102e-05,0.0004161879037775208,0.0013721124253109937,-8.163076498073959e-05,1.0,-3.178618359040227e-05,0.0,0.0001341431996956337,0.0005242066653816657,0.010646969569025444,-2.6782428230241024e-08,3.3141160003910525e-05,0.0,-0.0009072046273708168,1.5968284208330084,7.445101756440046e-07,0.0004414580781596833,0.0
0,10.869999999999813,3.99948411747447,4.989380472690896,4.5871044614194244e-05,0.0004104120337220434,0.0013703430162888153,-8.134958223461567e-05,1.0,-3.0458352890979732e-05,0.0,0.00013142025663324185,0.0005200154300846194,0.01063323958631024,-2.2952146637454424e-08,3.178618359040227e-05,0.0,-0.0008693589157786619,1.5968286118664936,8.435482379910074e-07,0.0004115949423087661,0.0
0,10.879999999999812,3.9994881931898476,4.9893941672854165,4.5059116400224525e-05,0.0004047499392036865,0.0013685758881061408,-8.103606055932759e-05,1.0,-2.9157828952829853e-05,0.0,0.00012868216468087614,0.0005158825255300314,0.010619527309104093,-1.9163473556483407e-08,3.0458352890979732e-05,0.0,-0.0008324252612652572,1.596828802652762,9.405650256939042e-07,0.00038261830696037676,0.0
0,10.889999999999812,3.9994922128498622,4.989407844220044,4.4250481659066315e-05,0.0003992008254769785,0.0013668110378083442,-8.069088767231388e-05,1.0,-2.7884753788047263e-05,0.0,0.00012593081506105793,0.0005118068101523932,0.010605832714583485,-1.5418304097088826e-08,2.9157828952829853e-05,0.0,-0.0007964039719468019,1.5968289931932047,1.0355186608451678e-06,0.00035452529332494404,0.0
0,10.899999999999812,3.9994961775801885,4.989421503517543,4.3445453527844736e-05,0.00039376385957244885,0.0013650484624660442,-8.031473857200208e-05,1.0,-2.6639250621943924e-05,0.0,0.00012316807378017652,0.0005077871501377729,0.01059215577995598,-1.1718312413216308e-08,2.7884753788047263e-05,0.0,-0.0007612948164421596,1.5968291834902058,1.128447301152518e-06,0.0003273125477283817,0.0
